sample,patient,project,FAP13,matrix4,fib5,SenMayo,Troph_MMPplus,Troph_MMPminus,Telocyte_CAF
TCGA-AY-A71X-01,TCGA-AY-A71X,TCGA-COAD,-1.9260150046375069,-2.382076907819884,-2.064556776883234,-0.5880753553264173,-1.214632157050252,-1.2753958864531947,-0.7676007698445847
TCGA-AY-A8YK-01,TCGA-AY-A8YK,TCGA-COAD,-0.5972182071758769,-0.7343924564117192,-0.47633269439062753,-0.19772323752926105,-0.5592999571678194,-0.5475391436030184,-0.013901518656025942
TCGA-AZ-4313-01,TCGA-AZ-4313,TCGA-COAD,-0.5292207668478675,-0.387242083624767,-0.7279953337355846,-0.30205389936649146,-0.4064192947684644,-0.5806335241486438,-0.8148438371369942
TCGA-AZ-4315-01,TCGA-AZ-4315,TCGA-COAD,-0.04850907408679926,-0.10940859444720705,0.07826648365052977,-0.12171129002382655,-0.02266230551427683,-0.3296657951211793,-0.24796000983609456
TCGA-AZ-4323-01,TCGA-AZ-4323,TCGA-COAD,0.6960791848173137,0.3772482127744205,0.9078299446618695,0.25927840195200147,0.5008783624065141,0.7855338019640842,0.5928812710499854
TCGA-AZ-4614-01,TCGA-AZ-4614,TCGA-COAD,-1.3405766874958442,-1.2809636327604084,-1.377624659511429,-0.2762194450962693,-0.854502178300719,-0.9478185113539314,-0.8018174165348516
TCGA-AZ-4615-01,TCGA-AZ-4615,TCGA-COAD,0.3774516220821789,0.3836047989157668,0.1578107599447265,0.017101960505762553,0.596336545431781,0.3279332919511024,0.08147478583801235
TCGA-AZ-4616-01,TCGA-AZ-4616,TCGA-COAD,0.07621775399197411,0.00484428163527352,-0.5368546198665491,0.25441977710544794,0.340368032870629,-0.06437761119571714,0.036264712179588654
TCGA-AZ-4682-01,TCGA-AZ-4682,TCGA-COAD,-0.3902722431719823,-1.005396711157656,-0.2744199441339024,-0.07047842259132107,-0.533144886381765,-0.5294682531368061,-0.06811995211271353
TCGA-AZ-4684-01,TCGA-AZ-4684,TCGA-COAD,0.5379660025532667,0.36250021290965057,0.7888706931315157,0.440688768611634,0.5064010213698539,0.4274344693814741,0.1534127058310243
TCGA-AZ-5403-01,TCGA-AZ-5403,TCGA-COAD,0.8120936280651289,0.40449684187330026,0.6509882234104671,0.3617314852688502,0.4391729847584888,0.45412930181076416,0.28350205804376977
TCGA-AZ-5407-01,TCGA-AZ-5407,TCGA-COAD,-1.1259413311491169,-1.9017643907126252,-1.0070759337730888,-0.19148377382410564,-1.1974454200518292,-1.1457743358393941,-0.5820733773939012
TCGA-AZ-6598-01,TCGA-AZ-6598,TCGA-COAD,-0.06913533529785945,0.24571896156879083,-0.7995047811950536,-0.2160076706085952,-0.2650396504216242,-0.3789853646813212,-0.8041471373576375
TCGA-AZ-6599-01,TCGA-AZ-6599,TCGA-COAD,-2.080228418568447,-3.022816560204271,-1.9970944693893506,-0.6938496510875035,-1.4766546698903862,-1.3683951928683236,-1.0250490615062264
TCGA-AZ-6600-01,TCGA-AZ-6600,TCGA-COAD,0.7523831169030425,0.9686880268867731,0.5175785779271569,0.24595519639909247,0.5522722451105728,0.5569727395074401,0.19583972337628355
TCGA-AZ-6601-01,TCGA-AZ-6601,TCGA-COAD,0.2306180680613571,0.5336319666810782,0.017523821875759564,0.15958168859832775,0.17330556615177012,0.3077258998168669,-0.21389364522235296
TCGA-AZ-6603-01,TCGA-AZ-6603,TCGA-COAD,0.44743576221242526,0.5899693855970316,0.7209967260702534,0.06029357421250425,0.35565127505275235,0.39553203999739767,0.42874322366446954
TCGA-AZ-6605-01,TCGA-AZ-6605,TCGA-COAD,1.3921022506849925,1.3830896688732681,1.6247257448201715,0.5767346964881803,1.1528104322019181,1.2470277923738458,0.8364799078324296
TCGA-AZ-6606-01,TCGA-AZ-6606,TCGA-COAD,-1.16747975234353,-0.9827981387696976,-0.9544460242819117,-0.25804528154595496,-0.7723042400929567,-1.0378551573676416,-0.43278182982025915
TCGA-AZ-6607-01,TCGA-AZ-6607,TCGA-COAD,1.6445809944334782,2.2340933490581203,1.5945144083964145,0.9395379807292409,1.730781927827528,1.5448699937120884,0.9825588790825244
TCGA-AZ-6608-01,TCGA-AZ-6608,TCGA-COAD,-1.820769007206665,-2.2249297818047356,-2.1665627285151805,-0.6994307368046239,-1.4750545046972614,-1.7528776135274426,-0.9239174518797766
